dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,atemp,hum,windspeed,cnt,day,time_of_day,comfortable_temp,comfortable_humidity
2011-01-03 09:00:00,1,0,1,9,0,1,1,1,0.1364,0.43,0.3881,88,3,2,0,1
2011-01-03 10:00:00,1,0,1,10,0,1,1,1,0.1667,0.43,0.2537,44,3,2,0,1
2011-01-03 11:00:00,1,0,1,11,0,1,1,1,0.1818,0.4,0.3284,51,3,2,0,1
2011-01-03 12:00:00,1,0,1,12,0,1,1,1,0.2121,0.35,0.2985,61,3,2,0,1
2011-01-03 13:00:00,1,0,1,13,0,1,1,1,0.2121,0.35,0.2836,61,3,0,0,1
2011-01-03 14:00:00,1,0,1,14,0,1,1,1,0.2424,0.3,0.2836,77,3,0,0,1
2011-01-03 15:00:00,1,0,1,15,0,1,1,1,0.2424,0.3,0.2537,72,3,0,0,1
2011-01-03 16:00:00,1,0,1,16,0,1,1,1,0.2424,0.3,0.2537,76,3,0,0,1
2011-01-03 17:00:00,1,0,1,17,0,1,1,1,0.2273,0.3,0.2239,157,3,0,0,1
2011-01-03 18:00:00,1,0,1,18,0,1,1,1,0.2576,0.32,0.1045,157,3,0,0,1
2011-01-03 19:00:00,1,0,1,19,0,1,1,1,0.2576,0.47,0.0,110,3,1,0,1
2011-01-03 20:00:00,1,0,1,20,0,1,1,1,0.2273,0.47,0.1045,52,3,1,0,1
2011-01-03 21:00:00,1,0,1,21,0,1,1,1,0.197,0.64,0.1343,52,3,1,0,0
2011-01-03 22:00:00,1,0,1,22,0,1,1,1,0.1515,0.69,0.1343,20,3,1,0,0
2011-01-03 23:00:00,1,0,1,23,0,1,1,1,0.2121,0.55,0.1045,12,3,1,0,0
2011-01-04 00:00:00,1,0,1,0,0,2,1,1,0.1818,0.55,0.1045,5,4,3,0,0
2011-01-04 01:00:00,1,0,1,1,0,2,1,1,0.1818,0.59,0.1045,2,4,3,0,0
2011-01-04 02:00:00,1,0,1,2,0,2,1,1,0.1515,0.63,0.1343,1,4,3,0,0
2011-01-04 04:00:00,1,0,1,4,0,2,1,1,0.1818,0.63,0.0896,2,4,3,0,0
2011-01-04 05:00:00,1,0,1,5,0,2,1,1,0.1515,0.68,0.1045,4,4,3,0,0
2011-01-04 06:00:00,1,0,1,6,0,2,1,1,0.1515,0.74,0.1045,36,4,3,0,0
2011-01-04 07:00:00,1,0,1,7,0,2,1,1,0.1515,0.74,0.1343,94,4,2,0,0
2011-01-04 08:00:00,1,0,1,8,0,2,1,1,0.1515,0.69,0.1642,179,4,2,0,0
2011-01-04 09:00:00,1,0,1,9,0,2,1,1,0.1515,0.64,0.2239,100,4,2,0,0
2011-01-04 10:00:00,1,0,1,10,0,2,1,2,0.1364,0.69,0.3284,42,4,2,0,0
2011-01-04 11:00:00,1,0,1,11,0,2,1,1,0.2121,0.51,0.2985,57,4,2,0,1
2011-01-04 12:00:00,1,0,1,12,0,2,1,1,0.2273,0.51,0.1642,78,4,2,0,1
2011-01-04 13:00:00,1,0,1,13,0,2,1,1,0.2273,0.56,0.194,97,4,0,0,0
2011-01-04 14:00:00,1,0,1,14,0,2,1,1,0.2576,0.52,0.2239,63,4,0,0,1
2011-01-04 15:00:00,1,0,1,15,0,2,1,1,0.2727,0.52,0.2537,65,4,0,0,1
2011-01-04 16:00:00,1,0,1,16,0,2,1,1,0.2879,0.49,0.2537,83,4,0,0,1
2011-01-04 17:00:00,1,0,1,17,0,2,1,1,0.2727,0.48,0.2239,212,4,0,0,1
2011-01-04 18:00:00,1,0,1,18,0,2,1,1,0.2576,0.48,0.194,182,4,0,0,1
2011-01-04 19:00:00,1,0,1,19,0,2,1,1,0.2576,0.48,0.1045,112,4,1,0,1
2011-01-04 20:00:00,1,0,1,20,0,2,1,1,0.2576,0.48,0.1045,54,4,1,0,1
2011-01-04 21:00:00,1,0,1,21,0,2,1,1,0.2727,0.64,0.0,48,4,1,0,0
2011-01-04 22:00:00,1,0,1,22,0,2,1,1,0.2576,0.64,0.0896,35,4,1,0,0
2011-01-04 23:00:00,1,0,1,23,0,2,1,1,0.2273,0.69,0.0896,11,4,1,0,0
2011-01-05 00:00:00,1,0,1,0,0,3,1,1,0.2576,0.64,0.0,6,5,3,0,0
2011-01-05 01:00:00,1,0,1,1,0,3,1,1,0.197,0.74,0.0896,6,5,3,0,0
2011-01-05 02:00:00,1,0,1,2,0,3,1,1,0.197,0.74,0.0896,2,5,3,0,0
2011-01-05 04:00:00,1,0,1,4,0,3,1,1,0.2273,0.48,0.2239,2,5,3,0,1
2011-01-05 05:00:00,1,0,1,5,0,3,1,1,0.2273,0.47,0.1642,3,5,3,0,1
2011-01-05 06:00:00,1,0,1,6,0,3,1,1,0.197,0.47,0.2239,33,5,3,0,1
2011-01-05 07:00:00,1,0,1,7,0,3,1,1,0.1818,0.43,0.194,88,5,2,0,1
2011-01-05 08:00:00,1,0,1,8,0,3,1,1,0.1818,0.4,0.2985,195,5,2,0,1
2011-01-05 09:00:00,1,0,1,9,0,3,1,1,0.197,0.37,0.3284,115,5,2,0,1
2011-01-05 10:00:00,1,0,1,10,0,3,1,1,0.197,0.37,0.3284,57,5,2,0,1
2011-01-05 11:00:00,1,0,1,11,0,3,1,1,0.2273,0.33,0.3284,46,5,2,0,1
2011-01-05 12:00:00,1,0,1,12,0,3,1,1,0.2273,0.33,0.3284,79,5,2,0,1
2011-01-05 13:00:00,1,0,1,13,0,3,1,1,0.2576,0.3,0.2985,71,5,0,0,1
2011-01-05 14:00:00,1,0,1,14,0,3,1,1,0.2879,0.28,0.194,62,5,0,0,1
2011-01-05 15:00:00,1,0,1,15,0,3,1,1,0.2879,0.28,0.194,62,5,0,0,1
2011-01-05 16:00:00,1,0,1,16,0,3,1,1,0.3182,0.28,0.0896,89,5,0,0,1
2011-01-05 17:00:00,1,0,1,17,0,3,1,1,0.2273,0.38,0.194,190,5,0,0,1
2011-01-05 18:00:00,1,0,1,18,0,3,1,1,0.2424,0.38,0.1343,169,5,0,0,1
2011-01-05 19:00:00,1,0,1,19,0,3,1,1,0.2576,0.38,0.1045,132,5,1,0,1
2011-01-05 20:00:00,1,0,1,20,0,3,1,1,0.2273,0.47,0.1642,89,5,1,0,1
2011-01-05 21:00:00,1,0,1,21,0,3,1,1,0.197,0.51,0.194,43,5,1,0,1
2011-01-05 22:00:00,1,0,1,22,0,3,1,1,0.197,0.55,0.1343,42,5,1,0,0
2011-01-05 23:00:00,1,0,1,23,0,3,1,1,0.2576,0.47,0.0,19,5,1,0,1
2011-01-06 00:00:00,1,0,1,0,0,4,1,1,0.2424,0.55,0.0,11,6,3,0,0
2011-01-06 01:00:00,1,0,1,1,0,4,1,1,0.2273,0.64,0.0,4,6,3,0,0
2011-01-06 02:00:00,1,0,1,2,0,4,1,1,0.2273,0.64,0.0,2,6,3,0,0
2011-01-06 04:00:00,1,0,1,4,0,4,1,2,0.197,0.64,0.0896,1,6,3,0,0
2011-01-06 05:00:00,1,0,1,5,0,4,1,2,0.1818,0.69,0.0896,4,6,3,0,0
2011-01-06 06:00:00,1,0,1,6,0,4,1,2,0.1667,0.63,0.1045,36,6,3,0,0
2011-01-06 07:00:00,1,0,1,7,0,4,1,2,0.2273,0.59,0.0,95,6,2,0,0
2011-01-06 08:00:00,1,0,1,8,0,4,1,1,0.2273,0.59,0.0,219,6,2,0,0
2011-01-06 09:00:00,1,0,1,9,0,4,1,2,0.2424,0.51,0.0,122,6,2,0,1
2011-01-06 10:00:00,1,0,1,10,0,4,1,1,0.2576,0.47,0.0,45,6,2,0,1
2011-01-06 11:00:00,1,0,1,11,0,4,1,1,0.2576,0.44,0.0896,59,6,2,0,1
2011-01-06 12:00:00,1,0,1,12,0,4,1,1,0.2879,0.35,0.0,84,6,2,0,1
2011-01-06 13:00:00,1,0,1,13,0,4,1,1,0.2727,0.35,0.1045,67,6,0,0,1
2011-01-06 14:00:00,1,0,1,14,0,4,1,1,0.2727,0.36,0.1642,70,6,0,0,1
2011-01-06 15:00:00,1,0,1,15,0,4,1,1,0.2727,0.36,0.0,62,6,0,0,1
2011-01-06 16:00:00,1,0,1,16,0,4,1,1,0.2576,0.38,0.1642,86,6,0,0,1
2011-01-06 17:00:00,1,0,1,17,0,4,1,1,0.2273,0.51,0.1642,172,6,0,0,1
2011-01-06 18:00:00,1,0,1,18,0,4,1,1,0.2273,0.51,0.1343,163,6,0,0,1
2011-01-06 19:00:00,1,0,1,19,0,4,1,1,0.2576,0.55,0.0896,112,6,1,0,0
2011-01-06 20:00:00,1,0,1,20,0,4,1,1,0.2121,0.51,0.1642,69,6,1,0,1
2011-01-06 21:00:00,1,0,1,21,0,4,1,2,0.2121,0.55,0.2239,48,6,1,0,0
2011-01-06 22:00:00,1,0,1,22,0,4,1,2,0.2121,0.51,0.2836,52,6,1,0,1
2011-01-06 23:00:00,1,0,1,23,0,4,1,2,0.197,0.59,0.194,23,6,1,0,0
2011-01-07 00:00:00,1,0,1,0,0,5,1,2,0.197,0.64,0.194,17,7,3,0,0
2011-01-07 01:00:00,1,0,1,1,0,5,1,2,0.197,0.69,0.2239,7,7,3,0,0
2011-01-07 02:00:00,1,0,1,2,0,5,1,2,0.197,0.69,0.2239,1,7,3,0,0
2011-01-07 04:00:00,1,0,1,4,0,5,1,2,0.2121,0.69,0.1343,1,7,3,0,0
2011-01-07 05:00:00,1,0,1,5,0,5,1,3,0.2727,0.55,0.0,5,7,3,0,0
2011-01-07 06:00:00,1,0,1,6,0,5,1,2,0.2576,0.69,0.0,34,7,3,0,0
2011-01-07 07:00:00,1,0,1,7,0,5,1,1,0.2121,0.69,0.1343,84,7,2,0,0
2011-01-07 08:00:00,1,0,1,8,0,5,1,1,0.197,0.51,0.2537,210,7,2,0,1
2011-01-07 09:00:00,1,0,1,9,0,5,1,1,0.1818,0.47,0.2985,134,7,2,0,1
2011-01-07 10:00:00,1,0,1,10,0,5,1,1,0.197,0.37,0.3284,63,7,2,0,1
2011-01-07 11:00:00,1,0,1,11,0,5,1,2,0.197,0.4,0.2239,67,7,2,0,1
2011-01-07 12:00:00,1,0,1,12,0,5,1,2,0.197,0.37,0.2537,59,7,2,0,1
2011-01-07 13:00:00,1,0,1,13,0,5,1,2,0.1818,0.37,0.2836,73,7,0,0,1
2011-01-07 14:00:00,1,0,1,14,0,5,1,2,0.197,0.4,0.2537,50,7,0,0,1
2011-01-07 15:00:00,1,0,1,15,0,5,1,2,0.2121,0.37,0.1642,72,7,0,0,1
2011-01-07 16:00:00,1,0,1,16,0,5,1,2,0.2121,0.37,0.1642,87,7,0,0,1
2011-01-07 17:00:00,1,0,1,17,0,5,1,2,0.2576,0.37,0.0,187,7,0,0,1
2011-01-07 18:00:00,1,0,1,18,0,5,1,1,0.2273,0.4,0.0896,123,7,0,0,1
2011-01-07 19:00:00,1,0,1,19,0,5,1,1,0.197,0.55,0.0896,95,7,1,0,0
2011-01-07 20:00:00,1,0,1,20,0,5,1,1,0.2121,0.47,0.1045,51,7,1,0,1
2011-01-07 21:00:00,1,0,1,21,0,5,1,1,0.197,0.47,0.1343,39,7,1,0,1
2011-01-07 22:00:00,1,0,1,22,0,5,1,2,0.197,0.43,0.1642,36,7,1,0,1
2011-01-07 23:00:00,1,0,1,23,0,5,1,2,0.197,0.51,0.1642,15,7,1,0,1
2011-01-08 00:00:00,1,0,1,0,0,6,0,2,0.197,0.51,0.1642,25,8,3,0,1
2011-01-08 01:00:00,1,0,1,1,0,6,0,2,0.2121,0.55,0.0896,16,8,3,0,0
2011-01-08 02:00:00,1,0,1,2,0,6,0,2,0.2424,0.55,0.0,16,8,3,0,0
2011-01-08 03:00:00,1,0,1,3,0,6,0,3,0.197,0.55,0.1642,7,8,3,0,0
2011-01-08 04:00:00,1,0,1,4,0,6,0,3,0.197,0.55,0.1642,1,8,3,0,0
2011-01-08 05:00:00,1,0,1,5,0,6,0,2,0.1667,0.74,0.1642,5,8,3,0,0
2011-01-08 06:00:00,1,0,1,6,0,6,0,2,0.1667,0.74,0.1642,2,8,3,0,0
2011-01-08 07:00:00,1,0,1,7,0,6,0,2,0.1818,0.74,0.1045,9,8,2,0,0
2011-01-08 08:00:00,1,0,1,8,0,6,0,3,0.1818,0.93,0.1045,15,8,2,0,0
2011-01-08 09:00:00,1,0,1,9,0,6,0,3,0.1818,0.93,0.1045,20,8,2,0,0
2011-01-08 10:00:00,1,0,1,10,0,6,0,2,0.197,0.8,0.1642,61,8,2,0,0
2011-01-08 11:00:00,1,0,1,11,0,6,0,2,0.1818,0.69,0.3881,62,8,2,0,0
2011-01-08 12:00:00,1,0,1,12,0,6,0,2,0.1818,0.59,0.3582,98,8,2,0,0
2011-01-08 13:00:00,1,0,1,13,0,6,0,1,0.1818,0.44,0.3284,102,8,0,0,1
2011-01-08 14:00:00,1,0,1,14,0,6,0,1,0.1667,0.32,0.4925,95,8,0,0,1
2011-01-08 15:00:00,1,0,1,15,0,6,0,1,0.1667,0.32,0.4478,74,8,0,0,1
2011-01-08 16:00:00,1,0,1,16,0,6,0,1,0.1364,0.29,0.4478,76,8,0,0,1
2011-01-08 17:00:00,1,0,1,17,0,6,0,1,0.1212,0.37,0.5522,69,8,0,0,1
2011-01-08 18:00:00,1,0,1,18,0,6,0,1,0.1212,0.39,0.2985,55,8,0,0,1
2011-01-08 19:00:00,1,0,1,19,0,6,0,1,0.1212,0.36,0.2537,30,8,1,0,1
2011-01-08 20:00:00,1,0,1,20,0,6,0,1,0.1212,0.36,0.2537,28,8,1,0,1
2011-01-08 21:00:00,1,0,1,21,0,6,0,1,0.1061,0.39,0.3582,37,8,1,0,1
2011-01-08 22:00:00,1,0,1,22,0,6,0,1,0.1061,0.36,0.3881,34,8,1,0,1
2011-01-08 23:00:00,1,0,1,23,0,6,0,1,0.0606,0.39,0.4478,22,8,1,0,1
2011-01-09 00:00:00,1,0,1,0,0,0,0,1,0.0758,0.42,0.3881,25,9,3,0,1
2011-01-09 01:00:00,1,0,1,1,0,0,0,1,0.0606,0.42,0.4627,12,9,3,0,1
2011-01-09 02:00:00,1,0,1,2,0,0,0,1,0.0606,0.46,0.4627,11,9,3,0,1
2011-01-09 03:00:00,1,0,1,3,0,0,0,1,0.0758,0.46,0.4179,4,9,3,0,1
2011-01-09 04:00:00,1,0,1,4,0,0,0,1,0.0909,0.53,0.194,1,9,3,0,1
2011-01-09 05:00:00,1,0,1,5,0,0,0,1,0.0909,0.53,0.194,1,9,3,0,1
2011-01-09 06:00:00,1,0,1,6,0,0,0,1,0.0909,0.49,0.2836,1,9,3,0,1
2011-01-09 07:00:00,1,0,1,7,0,0,0,1,0.0909,0.53,0.194,6,9,2,0,1
2011-01-09 08:00:00,1,0,1,8,0,0,0,1,0.0909,0.49,0.2836,10,9,2,0,1
2011-01-09 09:00:00,1,0,1,9,0,0,0,1,0.0758,0.46,0.5224,19,9,2,0,1
2011-01-09 10:00:00,1,0,1,10,0,0,0,1,0.1061,0.43,0.3881,49,9,2,0,1
2011-01-09 11:00:00,1,0,1,11,0,0,0,1,0.1212,0.4,0.5224,49,9,2,0,1
2011-01-09 12:00:00,1,0,1,12,0,0,0,1,0.1364,0.37,0.4478,83,9,2,0,1
2011-01-09 13:00:00,1,0,1,13,0,0,0,1,0.1667,0.34,0.4478,75,9,0,0,1
2011-01-09 14:00:00,1,0,1,14,0,0,0,1,0.1818,0.32,0.4627,72,9,0,0,1
2011-01-09 15:00:00,1,0,1,15,0,0,0,1,0.197,0.35,0.3582,82,9,0,0,1
2011-01-09 16:00:00,1,0,1,16,0,0,0,1,0.1667,0.34,0.4478,92,9,0,0,1
2011-01-09 17:00:00,1,0,1,17,0,0,0,1,0.1515,0.37,0.3881,62,9,0,0,1
2011-01-09 18:00:00,1,0,1,18,0,0,0,1,0.1364,0.4,0.3284,48,9,0,0,1
2011-01-09 19:00:00,1,0,1,19,0,0,0,1,0.1364,0.43,0.3284,41,9,1,0,1
2011-01-09 20:00:00,1,0,1,20,0,0,0,1,0.1212,0.46,0.2537,38,9,1,0,1
2011-01-09 21:00:00,1,0,1,21,0,0,0,1,0.1061,0.46,0.4179,20,9,1,0,1
2011-01-09 22:00:00,1,0,1,22,0,0,0,1,0.1212,0.46,0.2985,15,9,1,0,1
2011-01-09 23:00:00,1,0,1,23,0,0,0,1,0.1364,0.5,0.194,6,9,1,0,1
2011-01-10 00:00:00,1,0,1,0,0,1,1,1,0.1212,0.5,0.2836,5,10,3,0,1
2011-01-10 01:00:00,1,0,1,1,0,1,1,1,0.1212,0.5,0.2836,1,10,3,0,1
2011-01-10 02:00:00,1,0,1,2,0,1,1,1,0.1212,0.5,0.2239,3,10,3,0,1
2011-01-10 03:00:00,1,0,1,3,0,1,1,1,0.1212,0.5,0.2239,1,10,3,0,1
2011-01-10 04:00:00,1,0,1,4,0,1,1,1,0.1212,0.54,0.1343,3,10,3,0,1
2011-01-10 05:00:00,1,0,1,5,0,1,1,1,0.1061,0.54,0.2537,3,10,3,0,1
2011-01-10 06:00:00,1,0,1,6,0,1,1,1,0.1212,0.5,0.2836,31,10,3,0,1
2011-01-10 07:00:00,1,0,1,7,0,1,1,1,0.1212,0.5,0.2239,77,10,2,0,1
2011-01-10 08:00:00,1,0,1,8,0,1,1,2,0.1212,0.5,0.2836,188,10,2,0,1
2011-01-10 09:00:00,1,0,1,9,0,1,1,2,0.1212,0.5,0.2537,94,10,2,0,1
2011-01-10 10:00:00,1,0,1,10,0,1,1,2,0.1212,0.5,0.2985,31,10,2,0,1
2011-01-10 11:00:00,1,0,1,11,0,1,1,2,0.1364,0.47,0.2836,30,10,2,0,1
2011-01-10 12:00:00,1,0,1,12,0,1,1,2,0.1818,0.4,0.2836,52,10,2,0,1
2011-01-10 13:00:00,1,0,1,13,0,1,1,2,0.1818,0.4,0.2836,54,10,0,0,1
2011-01-10 14:00:00,1,0,1,14,0,1,1,2,0.197,0.4,0.2239,47,10,0,0,1
2011-01-10 15:00:00,1,0,1,15,0,1,1,2,0.197,0.4,0.2239,45,10,0,0,1
2011-01-10 16:00:00,1,0,1,16,0,1,1,1,0.2121,0.4,0.1343,74,10,0,0,1
2011-01-10 17:00:00,1,0,1,17,0,1,1,1,0.2273,0.4,0.1045,178,10,0,0,1
2011-01-10 18:00:00,1,0,1,18,0,1,1,1,0.197,0.4,0.2239,155,10,0,0,1
2011-01-10 19:00:00,1,0,1,19,0,1,1,1,0.1667,0.47,0.1642,95,10,1,0,1
2011-01-10 20:00:00,1,0,1,20,0,1,1,1,0.1667,0.5,0.1642,74,10,1,0,1
2011-01-10 21:00:00,1,0,1,21,0,1,1,1,0.1364,0.59,0.194,38,10,1,0,0
2011-01-10 22:00:00,1,0,1,22,0,1,1,1,0.1515,0.59,0.1642,24,10,1,0,0
2011-01-10 23:00:00,1,0,1,23,0,1,1,1,0.1515,0.59,0.1642,18,10,1,0,0
2011-01-11 00:00:00,1,0,1,0,0,2,1,1,0.1667,0.59,0.1045,12,11,3,0,0
2011-01-11 01:00:00,1,0,1,1,0,2,1,1,0.1515,0.59,0.1642,3,11,3,0,0
2011-01-11 02:00:00,1,0,1,2,0,2,1,2,0.1515,0.55,0.194,3,11,3,0,0
2011-01-11 05:00:00,1,0,1,5,0,2,1,2,0.1818,0.55,0.1343,6,11,3,0,0
2011-01-11 06:00:00,1,0,1,6,0,2,1,2,0.1818,0.55,0.1343,27,11,3,0,0
2011-01-11 07:00:00,1,0,1,7,0,2,1,2,0.2273,0.55,0.0,99,11,2,0,0
2011-01-11 08:00:00,1,0,1,8,0,2,1,2,0.2121,0.51,0.0896,217,11,2,0,1
2011-01-11 09:00:00,1,0,1,9,0,2,1,2,0.197,0.51,0.1642,130,11,2,0,1
2011-01-11 10:00:00,1,0,1,10,0,2,1,2,0.2121,0.51,0.1642,54,11,2,0,1
2011-01-11 11:00:00,1,0,1,11,0,2,1,2,0.2121,0.47,0.1343,35,11,2,0,1
2011-01-11 12:00:00,1,0,1,12,0,2,1,2,0.2273,0.51,0.1045,57,11,2,0,1
2011-01-11 13:00:00,1,0,1,13,0,2,1,2,0.2273,0.59,0.0896,52,11,0,0,0
2011-01-11 14:00:00,1,0,1,14,0,2,1,2,0.2273,0.59,0.0896,63,11,0,0,0
2011-01-11 15:00:00,1,0,1,15,0,2,1,2,0.197,0.8,0.0896,47,11,0,0,0
2011-01-11 16:00:00,1,0,1,16,0,2,1,2,0.1515,0.86,0.2239,76,11,0,0,0
2011-01-11 17:00:00,1,0,1,17,0,2,1,2,0.1515,0.86,0.2239,136,11,0,0,0
2011-01-11 18:00:00,1,0,1,18,0,2,1,3,0.1818,0.93,0.1045,95,11,0,0,0
2011-01-11 19:00:00,1,0,1,19,0,2,1,3,0.2273,0.93,0.0,51,11,1,0,0
2011-01-11 20:00:00,1,0,1,20,0,2,1,3,0.1515,0.93,0.194,32,11,1,0,0
2011-01-11 21:00:00,1,0,1,21,0,2,1,3,0.197,0.86,0.0896,20,11,1,0,0
2011-01-11 22:00:00,1,0,1,22,0,2,1,3,0.1818,0.93,0.1045,29,11,1,0,0
2011-01-11 23:00:00,1,0,1,23,0,2,1,3,0.197,0.93,0.0896,19,11,1,0,0
2011-01-12 00:00:00,1,0,1,0,0,3,1,2,0.197,0.86,0.0896,7,12,3,0,0
2011-01-12 01:00:00,1,0,1,1,0,3,1,2,0.1818,0.86,0.1045,6,12,3,0,0
2011-01-12 02:00:00,1,0,1,2,0,3,1,1,0.1515,0.86,0.1343,1,12,3,0,0
2011-01-12 05:00:00,1,0,1,5,0,3,1,1,0.1515,0.86,0.1642,5,12,3,0,0
2011-01-12 06:00:00,1,0,1,6,0,3,1,1,0.1515,0.93,0.1343,16,12,3,0,0
2011-01-12 07:00:00,1,0,1,7,0,3,1,1,0.1515,0.69,0.1343,54,12,2,0,0
2011-01-12 08:00:00,1,0,1,8,0,3,1,1,0.1667,0.59,0.1642,128,12,2,0,0
2011-01-12 09:00:00,1,0,1,9,0,3,1,1,0.1364,0.59,0.3284,81,12,2,0,0
